Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 4.283E+00, 1.012E+03, 4.930E+02, 1.274E+03, 1.934E+02, 8.609E+01, 6.204E+01, 3.786E-02, 7.387E+02, 1.364E+02, 1.696E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.999E+03
