s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 9.8704712E+001, 6.2584198E+002, 0.0000000E+000,-1.6302395E+002,-4.0911753E+002,-3.3228525E+001,-3.0851287E-002, 0.0000000E+000, 0.0000000E+000, 1.9496625E+001, 2.0441127E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.9000168E+001, 6.3105120E+002, 0.0000000E+000,-1.6939360E+002,-4.2309171E+002,-3.4378825E+001,-3.1053354E-002, 0.0000000E+000, 0.0000000E+000, 7.1646896E+000, 4.1560070E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.9307755E+001, 6.3523900E+002, 0.0000000E+000,-1.6842148E+002,-4.2271666E+002,-3.3748813E+001,-2.9662989E-002, 0.0000000E+000, 0.0000000E+000, 1.0124272E+001, 1.0322377E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.9604355E+001, 5.9780020E+002, 0.0000000E+000,-1.5882139E+002,-4.3685351E+002,-3.2349797E+001,-2.9835100E-002, 0.0000000E+000, 0.0000000E+000,-3.1906514E+001,-3.0254330E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.9902115E+001, 6.3870208E+002, 0.0000000E+000,-1.7047737E+002,-4.5468938E+002,-3.0854726E+001,-3.0073505E-002, 0.0000000E+000, 0.0000000E+000,-1.6560697E+001,-1.7349474E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0020571E+002, 6.1859805E+002, 0.0000000E+000,-1.7219272E+002,-4.6085666E+002,-3.1320920E+001,-3.0603416E-002, 0.0000000E+000, 0.0000000E+000,-4.5037436E+001,-4.5802859E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0050357E+002, 6.3351509E+002, 0.0000000E+000,-1.5953463E+002,-4.4764143E+002,-2.9776688E+001,-3.1079161E-002, 0.0000000E+000, 0.0000000E+000,-7.8126794E+000,-3.4687348E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0080650E+002, 6.9215397E+002, 0.0000000E+000,-1.7555383E+002,-4.2119567E+002,-2.8815465E+001,-3.1353884E-002, 0.0000000E+000, 0.0000000E+000, 6.8062974E+001, 6.6557651E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0110533E+002, 6.1714836E+002, 0.0000000E+000,-1.6510662E+002,-3.8383887E+002,-3.0482601E+001,-3.1555526E-002, 0.0000000E+000, 0.0000000E+000, 3.6425664E+001, 3.7688705E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0140587E+002, 5.8925094E+002, 0.0000000E+000,-1.5975879E+002,-4.4696551E+002,-3.2735558E+001,-3.1130160E-002, 0.0000000E+000, 0.0000000E+000,-4.9909852E+001,-5.0240047E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0170658E+002, 6.1042180E+002, 0.0000000E+000,-1.5844035E+002,-4.5520791E+002,-3.1873337E+001,-3.0125880E-002, 0.0000000E+000, 0.0000000E+000,-3.4409119E+001,-3.5129922E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0200424E+002, 6.4090052E+002, 0.0000000E+000,-1.7660739E+002,-4.0236416E+002,-3.0900330E+001,-3.1598740E-002, 0.0000000E+000, 0.0000000E+000, 2.8590843E+001, 3.0997040E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0230629E+002, 5.8372431E+002, 0.0000000E+000,-1.5086167E+002,-4.3140716E+002,-2.9921695E+001,-2.9357425E-002, 0.0000000E+000, 0.0000000E+000,-2.6670520E+001,-2.8495570E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0260328E+002, 6.1541353E+002, 0.0000000E+000,-1.6819115E+002,-4.1619226E+002,-3.1759926E+001,-3.0592381E-002, 0.0000000E+000, 0.0000000E+000,-3.5820441E+000,-7.6039431E-001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0290534E+002, 6.4726859E+002, 0.0000000E+000,-1.7853053E+002,-4.2049975E+002,-3.0036601E+001,-3.0312514E-002, 0.0000000E+000, 0.0000000E+000, 2.0193587E+001, 1.8171393E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0320808E+002, 6.2382129E+002, 0.0000000E+000,-1.6858589E+002,-3.8961491E+002,-3.3510503E+001,-2.9894946E-002, 0.0000000E+000, 0.0000000E+000, 3.1193731E+001, 3.2080103E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0350334E+002, 6.2297425E+002, 0.0000000E+000,-1.6247852E+002,-4.2407619E+002,-3.3594532E+001,-3.0320825E-002, 0.0000000E+000, 0.0000000E+000, 2.2615235E+000, 2.7946890E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0380280E+002, 6.3623316E+002, 0.0000000E+000,-1.7086545E+002,-4.1077110E+002,-3.4140810E+001,-3.0473666E-002, 0.0000000E+000, 0.0000000E+000, 1.9677759E+001, 2.0425327E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0410604E+002, 6.2698724E+002, 0.0000000E+000,-1.6664637E+002,-4.1448880E+002,-3.2294315E+001,-3.0930192E-002, 0.0000000E+000, 0.0000000E+000, 1.3966232E+001, 1.3526821E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0440337E+002, 6.0214645E+002, 0.0000000E+000,-1.5442385E+002,-4.2447274E+002,-3.0641785E+001,-3.0557776E-002, 0.0000000E+000, 0.0000000E+000,-6.2139165E+000,-7.4224793E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0470511E+002, 6.1313088E+002, 0.0000000E+000,-1.7231440E+002,-3.9160792E+002,-3.0445613E+001,-2.9539389E-002, 0.0000000E+000, 0.0000000E+000, 1.6331360E+001, 1.8733405E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0500088E+002, 6.0598189E+002, 0.0000000E+000,-1.5666840E+002,-4.3728548E+002,-3.0804346E+001,-2.9465882E-002, 0.0000000E+000, 0.0000000E+000,-1.7247070E+001,-1.8805803E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0530043E+002, 6.8120194E+002, 0.0000000E+000,-1.8404819E+002,-4.4751959E+002,-3.2525380E+001,-3.0814932E-002, 0.0000000E+000, 0.0000000E+000, 1.5993100E+001, 1.7077957E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0560621E+002, 6.2912929E+002, 0.0000000E+000,-1.6779675E+002,-4.1389398E+002,-3.3221313E+001,-3.0562549E-002, 0.0000000E+000, 0.0000000E+000, 1.3405630E+001, 1.4186686E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0590621E+002, 6.5567651E+002, 0.0000000E+000,-1.7591599E+002,-4.4083649E+002,-3.4741656E+001,-3.1949760E-002, 0.0000000E+000, 0.0000000E+000, 5.1388247E+000, 4.1504214E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0620086E+002, 6.5721950E+002, 0.0000000E+000,-1.7116890E+002,-4.1520551E+002,-3.2258496E+001,-3.1521010E-002, 0.0000000E+000, 0.0000000E+000, 3.7845882E+001, 3.8555071E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0650581E+002, 5.7039922E+002, 0.0000000E+000,-1.4902181E+002,-4.0062868E+002,-3.2017890E+001,-3.0242854E-002, 0.0000000E+000, 0.0000000E+000,-1.0802728E+001,-1.1299398E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0680235E+002, 5.7017249E+002, 0.0000000E+000,-1.5451303E+002,-4.2208003E+002,-3.3029953E+001,-3.0089544E-002, 0.0000000E+000, 0.0000000E+000,-3.9621509E+001,-3.9480616E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0710762E+002, 6.4175584E+002, 0.0000000E+000,-1.7326010E+002,-4.5100491E+002,-3.1983188E+001,-3.0902436E-002, 0.0000000E+000, 0.0000000E+000,-1.7516558E+001,-1.4523260E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0740752E+002, 6.5337996E+002, 0.0000000E+000,-1.6911109E+002,-4.1717571E+002,-2.8812914E+001,-3.0436174E-002, 0.0000000E+000, 0.0000000E+000, 4.2221342E+001, 3.8249806E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0770077E+002, 5.6938476E+002, 0.0000000E+000,-1.5702036E+002,-4.4945878E+002,-2.9412030E+001,-3.1175143E-002, 0.0000000E+000, 0.0000000E+000,-7.2490409E+001,-6.6537587E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0800509E+002, 7.1537100E+002, 0.0000000E+000,-1.8136682E+002,-4.5311889E+002,-2.7173479E+001,-3.0757154E-002, 0.0000000E+000, 0.0000000E+000, 5.5077795E+001, 5.3681059E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0830231E+002, 5.5030732E+002, 0.0000000E+000,-1.4562180E+002,-4.0018073E+002,-2.8497624E+001,-2.9617847E-002, 0.0000000E+000, 0.0000000E+000,-2.4239143E+001,-2.4022450E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0860488E+002, 6.2593385E+002, 0.0000000E+000,-1.6707353E+002,-4.2922356E+002,-3.2353588E+001,-3.0037390E-002, 0.0000000E+000, 0.0000000E+000,-5.2040658E+000,-2.7468724E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0890012E+002, 6.7555048E+002, 0.0000000E+000,-1.8497200E+002,-4.0432920E+002,-3.2722761E+001,-3.0518628E-002, 0.0000000E+000, 0.0000000E+000, 5.4366652E+001, 5.3495996E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0920288E+002, 5.9898016E+002, 0.0000000E+000,-1.5744587E+002,-4.1638259E+002,-3.4058093E+001,-3.0826752E-002, 0.0000000E+000, 0.0000000E+000,-1.0502383E+001,-8.9372249E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0950124E+002, 6.5413780E+002, 0.0000000E+000,-1.6918646E+002,-3.9806175E+002,-3.2634409E+001,-3.0285692E-002, 0.0000000E+000, 0.0000000E+000, 5.4485675E+001, 5.4224905E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.0980345E+002, 5.9287762E+002, 0.0000000E+000,-1.5762360E+002,-3.8924307E+002,-3.1782332E+001,-2.9013341E-002, 0.0000000E+000, 0.0000000E+000, 1.4148296E+001, 1.4199601E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1010778E+002, 6.0658530E+002, 0.0000000E+000,-1.6166215E+002,-4.1978692E+002,-3.3311962E+001,-2.9829552E-002, 0.0000000E+000, 0.0000000E+000,-7.4754520E+000,-8.2055497E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1040372E+002, 6.5297723E+002, 0.0000000E+000,-1.7619206E+002,-4.2555234E+002,-3.3049223E+001,-3.0331279E-002, 0.0000000E+000, 0.0000000E+000, 1.6180413E+001, 1.8153266E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1070306E+002, 5.8458133E+002, 0.0000000E+000,-1.5613637E+002,-4.4761235E+002,-3.0792457E+001,-2.9451323E-002, 0.0000000E+000, 0.0000000E+000,-4.8119151E+001,-4.9989298E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1100739E+002, 6.2438327E+002, 0.0000000E+000,-1.6813994E+002,-4.2770197E+002,-3.2282008E+001,-3.0514436E-002, 0.0000000E+000, 0.0000000E+000,-5.9827111E+000,-3.7711620E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1130146E+002, 6.0883688E+002, 0.0000000E+000,-1.5702722E+002,-4.4755871E+002,-3.1285566E+001,-3.0156493E-002, 0.0000000E+000, 0.0000000E+000,-2.7230158E+001,-2.7064779E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1160069E+002, 6.5669970E+002, 0.0000000E+000,-1.7578259E+002,-4.3234777E+002,-3.2201981E+001,-2.9164157E-002, 0.0000000E+000, 0.0000000E+000, 1.7226656E+001, 1.6338193E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1190576E+002, 6.1537386E+002, 0.0000000E+000,-1.6623269E+002,-4.4332921E+002,-2.8857181E+001,-2.9564907E-002, 0.0000000E+000, 0.0000000E+000,-2.4577827E+001,-2.3074786E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1220488E+002, 5.9606764E+002, 0.0000000E+000,-1.5529564E+002,-4.5045954E+002,-3.2070887E+001,-2.9116151E-002, 0.0000000E+000, 0.0000000E+000,-4.1556376E+001,-4.1787538E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1250182E+002, 6.5969299E+002, 0.0000000E+000,-1.7309573E+002,-4.5081647E+002,-3.1024735E+001,-3.0343954E-002, 0.0000000E+000, 0.0000000E+000, 2.7655749E+000, 4.7257179E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1280413E+002, 6.9591513E+002, 0.0000000E+000,-1.9005078E+002,-4.1146645E+002,-3.3606757E+001,-3.2359130E-002, 0.0000000E+000, 0.0000000E+000, 6.1107919E+001, 6.0758784E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1310251E+002, 6.4596005E+002, 0.0000000E+000,-1.6837197E+002,-4.2388321E+002,-3.3261324E+001,-3.2261497E-002, 0.0000000E+000, 0.0000000E+000, 1.9593388E+001, 2.0411282E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1340327E+002, 5.5027829E+002, 0.0000000E+000,-1.4699636E+002,-4.1586916E+002,-3.4199743E+001,-2.9619177E-002, 0.0000000E+000, 0.0000000E+000,-4.2895317E+001,-4.6816597E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1370436E+002, 5.6995751E+002, 0.0000000E+000,-1.5225322E+002,-3.9418937E+002,-3.3841557E+001,-2.9930172E-002, 0.0000000E+000, 0.0000000E+000,-1.4074054E+001,-1.0356555E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1400351E+002, 7.0835869E+002, 0.0000000E+000,-1.8844898E+002,-4.2176323E+002,-3.3408345E+001,-3.1203402E-002, 0.0000000E+000, 0.0000000E+000, 6.2304840E+001, 6.4706941E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1430113E+002, 6.1920903E+002, 0.0000000E+000,-1.7026637E+002,-3.9782651E+002,-3.2507021E+001,-3.1225390E-002, 0.0000000E+000, 0.0000000E+000, 2.1924666E+001, 1.8577908E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1460680E+002, 6.3984233E+002, 0.0000000E+000,-1.6773288E+002,-4.4381096E+002,-3.3948925E+001,-3.0929253E-002, 0.0000000E+000, 0.0000000E+000,-7.3437361E+000,-5.6813588E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1490520E+002, 6.2433475E+002, 0.0000000E+000,-1.6793440E+002,-4.5640763E+002,-3.1487042E+001,-3.1554428E-002, 0.0000000E+000, 0.0000000E+000,-3.0545700E+001,-3.1525881E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1520394E+002, 5.6384643E+002, 0.0000000E+000,-1.5177820E+002,-4.3100004E+002,-3.1667964E+001,-3.0177909E-002, 0.0000000E+000, 0.0000000E+000,-4.9900820E+001,-5.0629950E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1550301E+002, 5.9565602E+002, 0.0000000E+000,-1.5938150E+002,-4.3485739E+002,-3.3667941E+001,-2.9524359E-002, 0.0000000E+000, 0.0000000E+000,-3.2385742E+001,-3.2280337E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1580361E+002, 6.0947838E+002, 0.0000000E+000,-1.7062605E+002,-4.0781816E+002,-3.3160010E+001,-2.9870112E-002, 0.0000000E+000, 0.0000000E+000,-2.7271273E+000,-2.1557152E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1610300E+002, 6.9910869E+002, 0.0000000E+000,-1.7895580E+002,-4.0688243E+002,-3.4271927E+001,-3.1250472E-002, 0.0000000E+000, 0.0000000E+000, 7.6348618E+001, 7.8967288E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1640540E+002, 6.5733461E+002, 0.0000000E+000,-1.6861497E+002,-4.1847888E+002,-3.1964947E+001,-3.0338511E-002, 0.0000000E+000, 0.0000000E+000, 3.9890781E+001, 3.8245486E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1670748E+002, 5.4994538E+002, 0.0000000E+000,-1.4720657E+002,-3.9356668E+002,-2.9339722E+001,-2.9946692E-002, 0.0000000E+000, 0.0000000E+000,-2.0201354E+001,-2.0197539E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1700101E+002, 6.5159504E+002, 0.0000000E+000,-1.6977313E+002,-4.9025452E+002,-3.0294166E+001,-3.1035461E-002, 0.0000000E+000, 0.0000000E+000,-4.1933907E+001,-3.8757819E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1730413E+002, 6.3589167E+002, 0.0000000E+000,-1.6858221E+002,-4.0179224E+002,-2.9858521E+001,-2.9785614E-002, 0.0000000E+000, 0.0000000E+000, 3.7110639E+001, 3.5628916E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1760331E+002, 6.1814931E+002, 0.0000000E+000,-1.7113227E+002,-3.9963443E+002,-3.1769849E+001,-2.9567379E-002, 0.0000000E+000, 0.0000000E+000, 1.4084462E+001, 1.5583196E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1790056E+002, 6.0089453E+002, 0.0000000E+000,-1.6008007E+002,-4.1726100E+002,-3.1965874E+001,-2.9908760E-002, 0.0000000E+000, 0.0000000E+000,-7.7556534E+000,-8.4423175E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1820575E+002, 6.6320988E+002, 0.0000000E+000,-1.7991126E+002,-4.1678432E+002,-3.4366297E+001,-2.9884887E-002, 0.0000000E+000, 0.0000000E+000, 3.0078891E+001, 3.2118118E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1850477E+002, 5.8743940E+002, 0.0000000E+000,-1.5077012E+002,-4.2436564E+002,-3.1430600E+001,-2.9932380E-002, 0.0000000E+000, 0.0000000E+000,-1.8511145E+001,-1.9156892E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1880142E+002, 6.4518056E+002, 0.0000000E+000,-1.8180166E+002,-4.0337342E+002,-3.1686030E+001,-3.1404449E-002, 0.0000000E+000, 0.0000000E+000, 2.7806793E+001, 2.8288046E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1910582E+002, 6.0971158E+002, 0.0000000E+000,-1.6453329E+002,-4.4897111E+002,-3.3266755E+001,-3.0377746E-002, 0.0000000E+000, 0.0000000E+000,-3.5743982E+001,-3.7089954E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1940655E+002, 6.3528351E+002, 0.0000000E+000,-1.6130656E+002,-4.8687610E+002,-3.4747615E+001,-2.9494547E-002, 0.0000000E+000, 0.0000000E+000,-4.8056010E+001,-4.7676272E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.1970343E+002, 6.1944351E+002, 0.0000000E+000,-1.6595235E+002,-4.6479040E+002,-2.9110647E+001,-2.9956544E-002, 0.0000000E+000, 0.0000000E+000,-4.2583288E+001,-4.0439850E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2000545E+002, 5.9671490E+002, 0.0000000E+000,-1.6324869E+002,-4.1139853E+002,-3.0557198E+001,-3.0360602E-002, 0.0000000E+000, 0.0000000E+000,-5.8027001E+000,-8.5198831E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2030129E+002, 6.2526778E+002, 0.0000000E+000,-1.6713452E+002,-4.0035744E+002,-3.2806789E+001,-2.9783718E-002, 0.0000000E+000, 0.0000000E+000, 2.1892256E+001, 2.4939244E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2060769E+002, 6.7793419E+002, 0.0000000E+000,-1.7764035E+002,-4.0590335E+002,-3.2230540E+001,-3.0720088E-002, 0.0000000E+000, 0.0000000E+000, 6.0994838E+001, 6.2129225E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2090228E+002, 6.7728164E+002, 0.0000000E+000,-1.9018198E+002,-4.1836665E+002,-3.3482673E+001,-3.0756918E-002, 0.0000000E+000, 0.0000000E+000, 3.7547801E+001, 3.5219583E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2120544E+002, 5.3830536E+002, 0.0000000E+000,-1.4399577E+002,-4.4505218E+002,-3.6403937E+001,-3.0253641E-002, 0.0000000E+000, 0.0000000E+000,-8.6237877E+001,-8.7176788E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2150054E+002, 6.0677539E+002, 0.0000000E+000,-1.6695048E+002,-4.7435206E+002,-3.6643279E+001,-3.0066731E-002, 0.0000000E+000, 0.0000000E+000,-7.2167288E+001,-7.1200491E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2180522E+002, 6.3660570E+002, 0.0000000E+000,-1.6864100E+002,-4.4955247E+002,-3.5490682E+001,-2.9887913E-002, 0.0000000E+000, 0.0000000E+000,-1.7191688E+001,-1.7108347E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2210657E+002, 6.6829286E+002, 0.0000000E+000,-1.7782356E+002,-4.4166424E+002,-3.3248247E+001,-3.0149672E-002, 0.0000000E+000, 0.0000000E+000, 1.4074263E+001, 1.5526671E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2240483E+002, 5.8841436E+002, 0.0000000E+000,-1.4858303E+002,-3.6949225E+002,-2.9612366E+001,-2.9261886E-002, 0.0000000E+000, 0.0000000E+000, 4.1758236E+001, 4.0697459E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2270530E+002, 6.3833650E+002, 0.0000000E+000,-1.7043931E+002,-4.2370060E+002,-3.2141844E+001,-3.0311126E-002, 0.0000000E+000, 0.0000000E+000, 1.1252284E+001, 1.2024430E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2300548E+002, 6.6162334E+002, 0.0000000E+000,-1.7818719E+002,-4.0899115E+002,-3.0855316E+001,-3.0034564E-002, 0.0000000E+000, 0.0000000E+000, 4.1938600E+001, 4.3559648E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2330165E+002, 6.0690749E+002, 0.0000000E+000,-1.6360321E+002,-4.1267225E+002,-3.2164343E+001,-3.1656921E-002, 0.0000000E+000, 0.0000000E+000,-1.0086821E+000,-1.5639624E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2360533E+002, 6.4071040E+002, 0.0000000E+000,-1.7146475E+002,-3.9529240E+002,-3.1350599E+001,-3.1138817E-002, 0.0000000E+000, 0.0000000E+000, 4.2956871E+001, 4.2571513E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 1.2390552E+002, 5.6688875E+002, 0.0000000E+000,-1.4880073E+002,-4.1398875E+002,-3.1583508E+001,-3.0560391E-002, 0.0000000E+000, 0.0000000E+000,-2.8704613E+001,-2.7514807E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
